block_id,p_star,y,hi,h,prime_log_sum,theta_local_error,theta_local_sum_from_sieve,prime_log_sum_check_delta,theta_local_norm,theta_start_error,theta_end_error,theta_end_norm,theta_pstar_error,theta_pstar_norm,theta_start_sign,theta_end_sign,theta_local_sign,theta_crosses_sign,Q_max,near_forbidden_proxy,post_Q,cp_ratio,d_worst,is_tail,scale_bin,depth_bin,mu_bin
399,3266671,3266670,3266671,1,14.999281981502422,13.999281981502422,14.999281981494278,8.144596108650148e-12,0.06222498804531172,-1109.2218217104673,-1095.222539728973,-0.002693448864953496,-1095.222539728973,-0.002693448864953496,negative,negative,positive,False,0.0678918946863361,False,0.0,0.0678918946863361,0.5079292685079514,False,p<100M,0.50-0.55,>=1.00
400,31019993,31019925,31019929,4,34.5002807892536,30.5002807892536,34.500280790030956,-7.773550692036224e-10,0.05124936259272219,-3123.2756817154586,-3092.7754009254277,-0.001866133516376663,-3139.525258436799,-0.0018943392601967581,negative,negative,positive,False,0.058517488803213,False,0.0,0.058517488803213,0.5079219388567475,False,p<100M,0.50-0.55,0.50-1.00
401,617429,617428,617429,1,13.333319361116503,12.333319361116503,13.333319361088797,2.7705837624125706e-11,0.06937506680472552,-494.29647186782677,-481.96315250673797,-0.0034501959530394396,-481.96315250673797,-0.0034501959530394396,negative,negative,positive,False,0.0738358982563811,False,0.0,0.0738358982563811,0.5078593804016077,False,p<100M,0.50-0.55,0.10-0.25
402,1518623,1518622,1518623,1,14.233314561175357,13.233314561175357,14.233314561191946,-1.658939652315894e-11,0.06532155894544044,-776.3872331432067,-763.1539185820147,-0.0030568565359819677,-763.1539185820147,-0.0030568565359819677,negative,negative,positive,False,0.0714560474941763,False,0.0,0.0714560474941763,0.5078482370932234,False,p<100M,0.50-0.55,>=1.00
403,30418939,30418938,30418939,1,17.230575965817664,16.230575965817664,17.23057596758008,-1.7624159909246373e-09,0.054668145547279244,-3119.134896721691,-3102.904320754111,-0.0018949456729415743,-3102.904320754111,-0.0018949456729415743,negative,negative,positive,False,0.0579128565004976,False,0.0,0.0579128565004976,0.5078518356056916,False,p<100M,0.50-0.55,0.50-1.00
404,180628367,180627380,180628367,987,912.5735746260204,-74.42642537397955,912.5735746026039,2.341653271287214e-08,-0.006554131555715804,-7246.8008224368095,-7321.227247834206,-0.0015070840705852522,-7321.227247834206,-0.0015070840705852522,negative,negative,negative,False,0.0719233861912456,False,0.00136757676540381,0.0719233861912456,0.5078470107118397,False,100M<=p<500M,0.50-0.55,0.10-0.25
405,33844781,33844780,33844781,1,17.337295365228773,16.337295365228773,17.33729536831379,-3.085016686554809e-09,0.05435224218538097,-3272.9020259454846,-3256.564730577171,-0.0018623065244576208,-3256.564730577171,-0.0018623065244576208,negative,negative,positive,False,0.059041266201577,False,0.0,0.059041266201577,0.5078058003478924,False,p<100M,0.50-0.55,>=1.00
406,1189151,1189150,1189151,1,13.988750165086293,12.988750165086293,13.988750165095553,-9.260148203793506e-12,0.06637576440623323,-673.3123053507879,-660.3235551856924,-0.0030944285499435384,-660.3235551856924,-0.0030944285499435384,negative,negative,positive,False,0.0720468489481977,False,0.0,0.0720468489481977,0.5077463291763279,False,p<100M,0.50-0.55,0.50-1.00
407,3439063,3439062,3439063,1,15.050709608525468,14.050709608525468,15.050709608476609,4.885869486770389e-11,0.06202750397191357,-1116.0076465709135,-1101.9569369624369,-0.002623195172400608,-1101.9569369624369,-0.002623195172400608,negative,negative,positive,False,0.0681046044048134,False,0.0,0.0681046044048134,0.5077315645087046,False,p<100M,0.50-0.55,>=1.00
408,910277,910276,910277,1,13.721504227778484,12.721504227778484,13.721504227723926,5.455724760849989e-11,0.06756705951736618,-616.9050948712975,-604.1835906435736,-0.0033634013453338837,-604.1835906435736,-0.0033634013453338837,negative,negative,positive,False,0.0749287563478817,False,0.0,0.0749287563478817,0.507693392379685,False,p<100M,0.50-0.55,>=1.00
409,40841363,40841362,40841363,1,17.52520592484683,16.52520592484683,17.525205925107002,-2.601723281259183e-10,0.05380475034557736,-3644.0839283913374,-3627.5587224662304,-0.0018481536670421747,-3627.5587224662304,-0.0018481536670421747,negative,negative,positive,False,0.0586737489929136,False,0.0,0.0586737489929136,0.5076846109843022,False,p<100M,0.50-0.55,>=1.00
410,1517917,1517916,1517917,1,14.232849558236008,13.232849558236008,14.232849558349699,-1.1369039043529483e-10,0.06532353179844448,-782.0408772369847,-768.808027678635,-0.0030804217366117324,-768.808027678635,-0.0030804217366117324,negative,negative,positive,False,0.0705537248388434,False,0.0,0.0705537248388434,0.5076587742583946,False,p<100M,0.50-0.55,0.50-1.00
411,179436077,179435746,179435749,3,38.010655503905085,35.010655503905085,38.0106555223465,-1.8441411953062925e-08,0.05596143003764162,-7264.10956004262,-7229.098904520273,-0.0014940975490551245,-7291.024304062128,-0.001506894515457393,negative,negative,positive,False,0.0608113493141144,False,0.016914177320963245,0.0608113493141144,0.5076667264614221,False,100M<=p<500M,0.50-0.55,0.25-0.50
412,1511563,1511562,1511563,1,14.228654772782928,13.228654772782928,14.22865477274172,4.120792596040701e-11,0.06534133423149976,-760.7205259096809,-747.4918711369392,-0.003003071436141651,-747.4918711369392,-0.003003071436141651,negative,negative,positive,False,0.0706974408897726,False,0.0,0.0706974408897726,0.5076322674961443,False,p<100M,0.50-0.55,0.50-1.00
413,108593347,108593346,108593347,1,18.503120702077418,17.503120702077418,18.503120705485344,-3.4079263855346653e-09,0.05112408213909617,-5788.577757224441,-5771.074636518955,-0.001617577576018578,-5771.074636518955,-0.001617577576018578,negative,negative,positive,False,0.0546182774138054,False,0.0,0.0546182774138054,0.507609237534415,False,100M<=p<500M,0.50-0.55,>=1.00
414,179407799,179407294,179407799,505,456.1240921542717,-48.87590784572831,456.1240921318531,2.2418589651351795e-08,-0.006021511780970706,-7243.962738931179,-7292.838646799326,-0.0015074132834337057,-7292.838646799326,-0.0015074132834337057,negative,negative,negative,False,0.0551196856546969,False,0.0,0.0551196856546969,0.507593558801728,False,100M<=p<500M,0.50-0.55,0.25-0.50
415,17640599,17640598,17640599,1,16.685713564882494,15.685713564882494,16.685713563114405,1.7680896746696817e-09,0.056339723614824734,-2386.060939706862,-2370.3752261437476,-0.002027079901170042,-2370.3752261437476,-0.002027079901170042,negative,negative,positive,False,0.0611881261978987,False,0.0,0.0611881261978987,0.5075879597252357,False,p<100M,0.50-0.55,>=1.00
416,30371023,30371022,30371023,1,17.228999521011747,16.228999521011747,17.22899952158332,-5.71571234786461e-10,0.05467283943653949,-3136.4121750704944,-3120.183175548911,-0.0019073494240666301,-3120.183175548911,-0.0019073494240666301,negative,negative,positive,False,0.0596340487654195,False,0.0,0.0596340487654195,0.5075869856215428,False,p<100M,0.50-0.55,>=1.00
417,4991237,4991236,4991237,1,15.4231943327982,14.4231943327982,15.42319433297962,-1.8141932400794758e-10,0.06063352170540487,-1317.814586066641,-1303.3913917336613,-0.0024525738356326104,-1303.3913917336613,-0.0024525738356326104,negative,negative,positive,False,0.0657125416893429,False,0.0,0.065712541689343,0.5075838116620729,False,p<100M,0.50-0.55,>=1.00
418,30400031,30400030,30400031,1,17.22995418611277,16.22995418611277,17.229954186826944,-7.141736091398343e-10,0.05466999681030869,-3112.730871412903,-3096.500917226076,-0.0018917596342783905,-3096.500917226076,-0.0018917596342783905,negative,negative,positive,False,0.0580098213946896,False,0.0,0.0580098213946896,0.5075478961142567,False,p<100M,0.50-0.55,0.50-1.00
419,109592159,109592158,109592159,1,18.512276387948138,17.512276387948138,18.512276381254196,6.6939414011812914e-09,0.05110024137418255,-5813.419533461332,-5795.907257080078,-0.0016155188687548715,-5795.907257080078,-0.0016155188687548715,negative,negative,positive,False,0.0538415692856274,False,0.0,0.0538415692856274,0.5075222371872605,False,100M<=p<500M,0.50-0.55,0.25-0.50
420,1512517,1512516,1512517,1,14.229285708493393,13.229285708493393,14.229285708395764,9.762857189343777e-11,0.06533865596009826,-761.3807416874915,-748.1514559790958,-0.003004506818222519,-748.1514559790958,-0.003004506818222519,negative,negative,positive,False,0.0708371017721546,False,0.0,0.0708371017721546,0.507508392950398,False,p<100M,0.50-0.55,0.50-1.00
421,179641801,179641800,179641801,1,19.006475431740324,18.006475431740324,19.006475418806076,1.2934247450857583e-08,0.049845451663454415,-7332.134895414114,-7314.128419995308,-0.0015106216474715674,-7314.128419995308,-0.0015106216474715674,negative,negative,positive,False,0.0535518097468465,False,0.0,0.0535518097468465,0.5075052054762075,False,100M<=p<500M,0.50-0.55,>=1.00
422,187430753,187430752,187430753,1,19.04892001782697,18.04892001782697,19.04892000555992,1.226704782197885e-08,0.04974054091610003,-7459.145950645208,-7441.097030639648,-0.0014978758753346815,-7441.097030639648,-0.0014978758753346815,negative,negative,positive,False,0.0533821363327469,False,0.0,0.0533821363327469,0.507468620062662,False,100M<=p<500M,0.50-0.55,>=1.00
423,1197103,1197102,1197103,1,13.995415029292625,12.995415029292625,13.995415029348806,-5.618083775971172e-11,0.06634658752575037,-691.8164119829889,-678.8209969536401,-0.0031675096302509163,-678.8209969536401,-0.0031675096302509163,negative,negative,positive,False,0.0725973533181587,False,0.0,0.0725973533181587,0.5073721944084243,False,p<100M,0.50-0.55,>=1.00
424,178907011,178906839,178906843,4,38.004751585154295,34.004751585154295,38.00475159287453,-7.720231565144786e-09,0.047086212984864796,-7234.432357430458,-7200.4276058375835,-0.0014908330327668678,-7292.418100178242,-0.0015098786084163265,negative,negative,positive,False,0.0537613436683464,False,0.0,0.0537613436683463,0.5073648462639099,False,100M<=p<500M,0.50-0.55,0.50-1.00
425,108843373,108842535,108843373,838,795.7329097979577,-42.267090202042255,795.732909783721,1.4236775314202532e-08,-0.004263658644232651,-5706.531849697232,-5748.798939913511,-0.001609082121908329,-5748.798939913511,-0.001609082121908329,negative,negative,negative,False,0.0705332046108587,False,0.0,0.0705332046108587,0.5073556494713048,False,100M<=p<500M,0.50-0.55,0.10-0.25
426,1198103,1198102,1198103,1,13.996250030589469,12.996250030589469,13.996250030584633,4.835243316847482e-12,0.06634293392293893,-684.1179790252354,-671.1217289946508,-0.0031299027098341766,-671.1217289946508,-0.0031299027098341766,negative,negative,positive,False,0.0716439824546732,False,0.0,0.0716439824546732,0.5073232039268083,False,p<100M,0.50-0.55,0.50-1.00
427,108829177,108829176,108829177,1,18.5052900273906,17.5052900273906,18.505290031433105,-4.042504997414653e-09,0.05111843136448631,-5763.911373049021,-5746.406083017588,-0.0016085399389999912,-5746.406083017588,-0.0016085399389999912,negative,negative,positive,False,0.0544294247853158,False,0.0,0.0544294247853158,0.5072660631168493,False,100M<=p<500M,0.50-0.55,0.50-1.00
428,109588771,109588770,109588771,1,18.51224547284982,17.51224547284982,18.51224547624588,-3.3960603218474716e-09,0.051100321837657746,-5794.651066854596,-5777.13882137835,-0.0016103177293235024,-5777.13882137835,-0.0016103177293235024,negative,negative,positive,False,0.0537769958239419,False,0.0,0.0537769958239419,0.5072633713756249,False,100M<=p<500M,0.50-0.55,0.25-0.50
429,108831299,108831195,108831199,4,37.01061719521155,33.01061719521155,37.010617196559906,-1.3483543170877965e-09,0.048198213533270834,-5728.823130592704,-5695.812513396144,-0.0015943597219040622,-5777.307203873992,-0.0016171706387285829,negative,negative,positive,False,0.055060010476967,False,0.0,0.055060010476967,0.5072231978497023,False,100M<=p<500M,0.50-0.55,0.50-1.00
430,1190983,1190982,1190983,1,13.990289574516003,12.990289574516003,13.990289574488997,2.7005953029402008e-11,0.06636902304643189,-686.675317405723,-673.685027831234,-0.003153920245264487,-673.685027831234,-0.003153920245264487,negative,negative,positive,False,0.072546546180588,False,0.0,0.072546546180588,0.5071570757171271,False,p<100M,0.50-0.55,>=1.00
431,39691187,39691186,39691187,1,17.496639731089576,16.496639731089576,17.496639728546143,2.543433907931103e-09,0.05388727109514109,-3539.0722564980388,-3522.5756167694926,-0.001826433995620327,-3522.5756167694926,-0.001826433995620327,negative,negative,positive,False,0.0580269088590896,False,0.0,0.0580269088590896,0.5071589257766662,False,p<100M,0.50-0.55,>=1.00
432,604813747,604812190,604813747,1557,1455.870940934864,-101.12905906513606,1455.8709409236908,1.1173142411280423e-08,-0.006268315371854981,-13113.806248784065,-13214.935307860374,-0.0013142361016545232,-13214.935307860374,-0.0013142361016545232,negative,negative,negative,False,0.0809591793277333,False,0.017778306486607668,0.0809591793277333,0.5071543563506292,True,p>=500M,0.50-0.55,0.10-0.25
433,40864661,40864660,40864661,1,17.52577621329047,16.52577621329047,17.525776214897633,-1.6071624031610554e-09,0.053803105484100694,-3615.653275616467,-3599.1274994015694,-0.0018330265600873408,-3599.1274994015694,-0.0018330265600873408,negative,negative,positive,False,0.0575819322666712,False,0.0,0.0575819322666712,0.5071042154317367,False,p<100M,0.50-0.55,0.50-1.00
434,30360431,30360430,30360431,1,17.22865070670187,16.22865070670187,17.228650707751513,-1.0496421509742504e-09,0.054673878145085605,-3140.141152203083,-3123.9125014953315,-0.0019100395605239294,-3123.9125014953315,-0.0019100395605239294,negative,negative,positive,False,0.0588814400924941,False,0.0,0.0588814400924941,0.5070913421425046,False,p<100M,0.50-0.55,>=1.00
435,30360047,30360046,30360047,1,17.228638058580096,16.228638058580096,17.22863806039095,-1.8108536892214033e-09,0.05467391580973795,-3135.171308733523,-3118.942670673132,-0.0019070157395842794,-3118.942670673132,-0.0019070157395842794,negative,negative,positive,False,0.0581421661772224,False,0.0,0.0581421661772224,0.5070441394340197,False,p<100M,0.50-0.55,0.50-1.00
436,109496869,109496868,109496869,1,18.51140651320472,17.51140651320472,18.511406511068344,2.136374632755178e-09,0.05110250551464169,-5803.863063454628,-5786.35165694356,-0.0016137086875128495,-5786.35165694356,-0.0016137086875128495,negative,negative,positive,False,0.0551035992031224,False,0.0,0.0551035992031224,0.5070325756242041,False,100M<=p<500M,0.50-0.55,>=1.00
437,187505317,187505316,187505317,1,19.04931776030601,18.04931776030601,19.049317747354507,1.2951502981195517e-08,0.049739559892989095,-7483.940361857414,-7465.89104411006,-0.00150250526103105,-7465.89104411006,-0.00150250526103105,negative,negative,positive,False,0.0530690201586509,False,0.0,0.0530690201586509,0.507025029951645,False,100M<=p<500M,0.50-0.55,>=1.00
438,12837337,12837336,12837337,1,16.367868435962098,15.367868435962098,16.36786843650043,-5.383320456076035e-10,0.05736267330332048,-2063.1028931215405,-2047.7350246850401,-0.002133300505900788,-2047.7350246850401,-0.002133300505900788,negative,negative,positive,False,0.0612899637796794,False,0.0,0.0612899637796794,0.5069533408115645,False,p<100M,0.50-0.55,0.50-1.00
439,12830437,12830436,12830437,1,16.367330796806776,15.367330796806776,16.36733079701662,-2.098445861520304e-10,0.05736443495535109,-2086.5941627863795,-2071.226831989363,-0.0021584958571337475,-2071.226831989363,-0.0021584958571337475,negative,negative,positive,False,0.0626960586435312,False,0.0,0.0626960586435312,0.5069419199693063,False,p<100M,0.50-0.55,>=1.00
440,39623959,39623958,39623959,1,17.494944518523248,16.494944518523248,17.494944520294666,-1.7714185673867178e-09,0.05389217607372627,-3529.9041697084904,-3513.4092251881957,-0.001823579348900296,-3513.4092251881957,-0.001823579348900296,negative,negative,positive,False,0.0579331348020495,False,0.0,0.0579331348020495,0.5069249355858294,False,p<100M,0.50-0.55,>=1.00
441,17992691,17992690,17992691,1,16.705476177842,15.705476177842002,16.70547617599368,1.8483206076780334e-09,0.05627731766835514,-2432.8551802039146,-2417.149704027921,-0.0020419155161066293,-2417.149704027921,-0.0020419155161066293,negative,negative,positive,False,0.0612759643063083,False,0.0,0.0612759643063083,0.5069097994869077,False,p<100M,0.50-0.55,>=1.00
442,39646073,39646072,39646073,1,17.49550245952606,16.49550245952606,17.495502457022667,2.5033948247710214e-09,0.053890561612425475,-3529.940917558968,-3513.4454151019454,-0.0018229731968118154,-3513.4454151019454,-0.0018229731968118154,negative,negative,positive,False,0.0571023960704463,False,0.0,0.0571023960704463,0.506904662085237,False,p<100M,0.50-0.55,0.50-1.00
443,604711937,604711166,604711937,771,687.4889111405014,-83.51108885949861,687.4889110326767,1.0782468962133862e-07,-0.0073560278906966954,-13130.867103219032,-13214.378192186356,-0.0013143132046498597,-13214.378192186356,-0.0013143132046498597,negative,negative,negative,False,0.0595213337383874,False,0.021085710397377805,0.0595213337383874,0.5069004732672138,True,p>=500M,0.50-0.55,0.25-0.50
